customer_id,city,age_group,signup_date,is_prime
C00330,Mumbai,35-44,2023-01-01,1
C00331,Hyderabad,18-24,2023-06-16,0
C00332,Bengaluru,25-34,2023-12-18,1
C00333,Bengaluru,45+,2023-08-06,0
C00334,Bengaluru,25-34,2023-09-30,1
C00335,Bengaluru,35-44,2023-09-08,0
C00336,Hyderabad,25-34,2023-12-13,0
C00337,Delhi,35-44,2023-12-10,0
C00338,Mumbai,18-24,2023-06-23,0
C00339,Bengaluru,18-24,2023-06-19,0
C00340,Mumbai,18-24,2023-09-03,1
C00341,Mumbai,25-34,2023-03-31,0
C00342,Bengaluru,35-44,2023-02-18,0
C00343,Mumbai,25-34,2023-10-21,0
C00344,Mumbai,25-34,2023-05-30,0
C00345,Delhi,25-34,2023-05-12,0
C00346,Delhi,25-34,2023-02-28,0
C00347,Bengaluru,25-34,2023-11-20,0
C00348,Mumbai,25-34,2023-07-18,1
C00349,Delhi,25-34,2023-08-03,0
C00350,Mumbai,18-24,2023-02-18,0
C00351,Hyderabad,45+,2023-08-20,0
C00352,Delhi,18-24,2023-09-04,1
C00353,Bengaluru,18-24,2023-08-27,0
C00354,Bengaluru,35-44,2023-06-17,0
C00355,Delhi,25-34,2023-02-17,0
C00356,Bengaluru,25-34,2023-02-20,0
C00357,Delhi,25-34,2023-10-26,0
C00358,Chennai,25-34,2023-04-08,0
C00359,Delhi,18-24,2023-08-04,0
C00360,Mumbai,25-34,2023-06-26,0
C00361,Delhi,25-34,2023-03-21,0
C00362,Mumbai,25-34,2023-07-04,1
C00363,Mumbai,25-34,2023-01-27,1
C00364,Chennai,45+,2023-07-14,0
C00365,Mumbai,18-24,2023-08-02,0
C00366,Pune,25-34,2023-12-08,1
C00367,Chennai,25-34,2023-04-24,1
C00368,Bengaluru,35-44,2023-08-30,0
C00369,Bengaluru,18-24,2023-05-04,1
C00370,Bengaluru,25-34,2023-11-01,0
C00371,Bengaluru,35-44,2023-03-17,0
C00372,Bengaluru,18-24,2023-11-07,0
C00373,Delhi,35-44,2023-11-08,0
C00374,Bengaluru,18-24,2023-07-15,0
C00375,Mumbai,25-34,2023-12-17,0
C00376,Hyderabad,45+,2023-02-13,1
C00377,Bengaluru,25-34,2023-07-05,0
C00378,Hyderabad,25-34,2023-12-09,0
C00379,Bengaluru,18-24,2023-09-03,0
C00380,Bengaluru,35-44,2023-03-25,0
C00381,Delhi,25-34,2023-07-26,0
C00382,Delhi,18-24,2023-05-31,1
C00383,Chennai,25-34,2023-06-05,0
C00384,Delhi,25-34,2023-01-16,0
C00385,Hyderabad,18-24,2023-06-14,1
C00386,Bengaluru,18-24,2023-05-25,0
C00387,Bengaluru,18-24,2023-02-06,1
C00388,Hyderabad,25-34,2023-11-29,0
C00389,Hyderabad,25-34,2023-02-14,0
C00390,Pune,25-34,2023-07-25,0
C00391,Mumbai,35-44,2023-03-03,0
C00392,Mumbai,35-44,2023-12-22,0
C00393,Hyderabad,25-34,2023-11-04,1
C00394,Mumbai,18-24,2023-01-19,1
C00395,Chennai,25-34,2023-12-31,1
C00396,Hyderabad,25-34,2023-10-27,1
C00397,Mumbai,25-34,2023-01-07,0
C00398,Hyderabad,25-34,2023-09-06,0
C00399,Hyderabad,25-34,2023-04-27,0
C00400,Bengaluru,35-44,2023-03-09,1
C00401,Chennai,18-24,2023-02-03,0
C00402,Mumbai,25-34,2023-07-13,0
C00403,Hyderabad,18-24,2023-11-21,1
C00404,Mumbai,35-44,2023-02-24,0
C00405,Chennai,18-24,2023-09-23,0
C00406,Mumbai,18-24,2023-02-11,0
C00407,Bengaluru,25-34,2023-10-24,0
C00408,Chennai,25-34,2023-08-19,1
C00409,Bengaluru,18-24,2023-01-10,1
C00410,Mumbai,25-34,2023-12-24,0
C00411,Pune,25-34,2023-05-08,0
C00412,Pune,18-24,2023-06-28,1
C00413,Delhi,25-34,2023-07-12,0
C00414,Delhi,35-44,2023-04-02,0
C00415,Mumbai,25-34,2023-08-19,1
C00416,Bengaluru,25-34,2023-03-19,1
C00417,Mumbai,25-34,2023-03-26,0
C00418,Delhi,25-34,2023-01-30,0
C00419,Hyderabad,18-24,2023-08-01,1
C00420,Hyderabad,18-24,2023-02-18,1
C00421,Hyderabad,35-44,2023-09-22,1
C00422,Bengaluru,45+,2023-05-25,0
C00423,Mumbai,25-34,2023-03-10,1
C00424,Bengaluru,18-24,2023-02-27,0
C00425,Mumbai,18-24,2023-07-04,1
C00426,Mumbai,25-34,2023-03-03,0
C00427,Chennai,25-34,2023-11-04,0
C00428,Mumbai,18-24,2023-10-23,1
C00429,Bengaluru,45+,2023-06-15,0
C00430,Bengaluru,25-34,2023-06-20,0
C00431,Hyderabad,35-44,2023-03-04,1
C00432,Delhi,35-44,2023-05-27,0
C00433,Bengaluru,35-44,2023-11-02,1
C00434,Bengaluru,25-34,2023-06-10,0
C00435,Delhi,25-34,2023-05-21,0
C00436,Bengaluru,25-34,2023-11-30,1
C00437,Hyderabad,25-34,2023-04-07,0
C00438,Delhi,25-34,2023-08-09,1
C00439,Bengaluru,45+,2023-02-12,0
C00440,Bengaluru,25-34,2023-10-19,1
C00441,Pune,35-44,2023-04-18,0
C00442,Mumbai,35-44,2023-09-23,0
C00443,Mumbai,18-24,2023-04-05,1
C00444,Hyderabad,18-24,2023-09-19,0
C00445,Chennai,25-34,2023-11-09,1
C00446,Pune,25-34,2023-03-12,1
C00447,Hyderabad,35-44,2023-08-07,1
C00448,Mumbai,25-34,2023-01-21,1
C00449,Bengaluru,25-34,2023-04-02,0
C00450,Hyderabad,25-34,2023-05-07,0
C00451,Delhi,18-24,2023-03-21,0
C00452,Mumbai,25-34,2023-11-08,0
C00453,Chennai,35-44,2023-08-26,0
C00454,Bengaluru,18-24,2023-07-01,0
C00455,Mumbai,25-34,2023-01-25,0
C00456,Bengaluru,25-34,2023-06-05,0
C00457,Mumbai,18-24,2023-01-05,0
C00458,Bengaluru,18-24,2023-04-30,1
C00459,Bengaluru,45+,2023-10-04,0
C00460,Bengaluru,25-34,2023-01-18,0
C00461,Delhi,18-24,2023-07-17,1
C00462,Delhi,18-24,2023-02-26,0
C00463,Delhi,25-34,2023-04-03,1
C00464,Pune,25-34,2023-01-19,0
C00465,Mumbai,25-34,2023-12-19,0
C00466,Bengaluru,18-24,2023-07-12,1
C00467,Hyderabad,35-44,2023-08-25,1
C00468,Bengaluru,25-34,2023-10-04,0
C00469,Pune,25-34,2023-08-15,1
C00470,Bengaluru,25-34,2023-08-21,0
C00471,Pune,25-34,2023-02-09,0
C00472,Bengaluru,35-44,2023-11-19,0
C00473,Chennai,35-44,2023-06-02,0
C00474,Mumbai,25-34,2023-05-07,0
C00475,Pune,35-44,2023-08-25,1
C00476,Bengaluru,35-44,2023-02-24,0
C00477,Delhi,45+,2023-06-21,0
C00478,Pune,18-24,2023-04-19,0
C00479,Mumbai,25-34,2023-12-20,1
C00480,Delhi,18-24,2023-07-03,1
C00481,Delhi,35-44,2023-07-17,1
C00482,Mumbai,18-24,2023-03-28,1
C00483,Delhi,25-34,2023-07-20,1
C00484,Delhi,25-34,2023-12-03,1
C00485,Chennai,25-34,2023-11-18,1
C00486,Bengaluru,25-34,2023-10-02,0
C00487,Bengaluru,35-44,2023-07-30,0
C00488,Pune,25-34,2023-04-28,0
C00489,Chennai,35-44,2023-07-10,0
C00490,Mumbai,18-24,2023-02-11,0
C00491,Delhi,25-34,2023-02-11,0
C00492,Bengaluru,25-34,2023-11-11,1
C00493,Bengaluru,18-24,2023-10-03,0
C00494,Mumbai,25-34,2023-11-25,1
C00495,Mumbai,25-34,2023-01-17,1
C00496,Delhi,25-34,2023-10-10,1
C00497,Bengaluru,25-34,2023-09-15,1
C00498,Pune,25-34,2023-03-04,1
C00499,Pune,18-24,2023-03-03,0
C00500,Delhi,18-24,2023-04-10,0
C00501,Mumbai,25-34,2023-01-19,0
C00502,Mumbai,18-24,2023-01-17,1
C00503,Hyderabad,18-24,2023-11-21,1
C00504,Delhi,25-34,2023-09-03,1
C00505,Bengaluru,25-34,2023-09-08,0
C00506,Chennai,25-34,2023-03-22,0
C00507,Hyderabad,25-34,2023-02-08,0
C00508,Chennai,25-34,2023-02-05,0
C00509,Delhi,25-34,2023-07-16,0
C00510,Delhi,35-44,2023-06-07,0
C00511,Mumbai,25-34,2023-07-23,1
C00512,Chennai,25-34,2023-07-15,0
C00513,Hyderabad,25-34,2023-08-04,0
C00514,Bengaluru,18-24,2023-10-12,1
C00515,Bengaluru,25-34,2023-07-15,0
C00516,Mumbai,25-34,2023-11-03,0
C00517,Hyderabad,45+,2023-06-01,0
C00518,Pune,35-44,2023-01-14,0
C00519,Bengaluru,25-34,2023-11-21,0
C00520,Delhi,18-24,2023-05-26,0
C00521,Mumbai,18-24,2023-02-26,0
C00522,Pune,25-34,2023-07-30,0
C00523,Hyderabad,25-34,2023-09-25,0
C00524,Hyderabad,18-24,2023-07-29,1
C00525,Mumbai,25-34,2023-01-17,0
C00526,Mumbai,18-24,2023-10-13,1
C00527,Bengaluru,45+,2023-12-10,0
C00528,Bengaluru,18-24,2023-07-22,0
C00529,Hyderabad,45+,2023-04-09,1
C00530,Hyderabad,35-44,2023-10-06,0
C00531,Pune,25-34,2023-07-28,0
C00532,Pune,25-34,2023-05-09,1
C00533,Delhi,25-34,2023-12-01,0
C00534,Hyderabad,25-34,2023-10-15,1
C00535,Chennai,25-34,2023-09-09,1
C00536,Hyderabad,25-34,2023-09-22,0
C00537,Bengaluru,25-34,2023-09-28,0
C00538,Mumbai,25-34,2023-07-07,0
C00539,Bengaluru,25-34,2023-08-02,1
C00540,Pune,18-24,2023-10-10,1
C00541,Delhi,25-34,2023-07-30,1
C00542,Bengaluru,18-24,2023-12-31,0
C00543,Delhi,18-24,2023-03-17,1
C00544,Delhi,18-24,2023-05-28,0
C00545,Mumbai,18-24,2023-11-17,0
C00546,Bengaluru,18-24,2023-08-01,1
C00547,Delhi,35-44,2023-04-19,0
C00548,Mumbai,18-24,2023-05-09,1
C00549,Hyderabad,25-34,2023-01-10,0
C00550,Mumbai,18-24,2023-02-16,1
C00551,Hyderabad,35-44,2023-11-11,0
C00552,Delhi,25-34,2023-04-06,0
C00553,Delhi,25-34,2023-04-13,0
C00554,Chennai,25-34,2023-12-08,0
C00555,Mumbai,25-34,2023-05-26,0
C00556,Bengaluru,25-34,2023-01-27,1
C00557,Bengaluru,18-24,2023-08-08,0
C00558,Hyderabad,45+,2023-01-18,0
C00559,Delhi,25-34,2023-06-16,0
C00560,Delhi,25-34,2023-03-23,0
C00561,Bengaluru,25-34,2023-03-13,1
C00562,Bengaluru,25-34,2023-11-06,1
C00563,Bengaluru,35-44,2023-09-11,0
C00564,Mumbai,25-34,2023-06-11,0
C00565,Delhi,25-34,2023-11-23,1
C00566,Mumbai,18-24,2023-02-07,0
C00567,Mumbai,35-44,2023-07-20,0
C00568,Chennai,25-34,2023-07-19,0
C00569,Mumbai,18-24,2023-09-12,0
C00570,Mumbai,18-24,2023-06-28,0
C00571,Hyderabad,25-34,2023-02-04,0
C00572,Mumbai,45+,2023-03-23,0
C00573,Delhi,18-24,2023-08-08,0
C00574,Hyderabad,25-34,2023-06-07,0
C00575,Chennai,18-24,2023-01-04,0
C00576,Bengaluru,25-34,2023-06-16,0
C00577,Chennai,25-34,2023-07-23,0
C00578,Mumbai,45+,2023-07-13,1
C00579,Bengaluru,25-34,2023-08-23,0
C00580,Mumbai,35-44,2023-07-25,1
C00581,Pune,25-34,2023-05-30,0
C00582,Mumbai,18-24,2023-06-08,1
C00583,Mumbai,25-34,2023-10-06,0
C00584,Delhi,25-34,2023-10-31,0
C00585,Bengaluru,45+,2023-06-15,1
C00586,Bengaluru,35-44,2023-11-07,0
C00587,Bengaluru,18-24,2023-03-09,1
C00588,Bengaluru,18-24,2023-03-29,0
C00589,Bengaluru,18-24,2023-08-05,1
C00590,Bengaluru,35-44,2023-01-01,1
C00591,Delhi,35-44,2023-05-15,1
C00592,Bengaluru,35-44,2023-07-04,0
C00593,Mumbai,25-34,2023-12-17,0
C00594,Chennai,25-34,2023-05-20,1
C00595,Mumbai,25-34,2023-04-16,1
C00596,Delhi,18-24,2023-05-13,1
C00597,Bengaluru,25-34,2023-04-18,0
C00598,Bengaluru,18-24,2023-06-27,1
C00599,Bengaluru,18-24,2023-10-25,0
C00600,Bengaluru,35-44,2023-12-24,0
C00601,Bengaluru,35-44,2023-12-25,0
C00602,Bengaluru,25-34,2023-05-26,0
C00603,Bengaluru,25-34,2023-03-15,1
C00604,Bengaluru,25-34,2023-04-18,0
C00605,Mumbai,25-34,2023-05-02,0
C00606,Bengaluru,35-44,2023-01-17,0
